YEAR,STATE,COUNTY,total_white,total_free_black,total_slave
1860,Kentucky,Casey,5743,57,666
1860,Kentucky,Christian,11619,57,9951
1860,Kentucky,Clark,6598,124,4762
1860,Kentucky,Clay,6041,262,349
1860,Kentucky,Clinton,5503,20,258
1860,Kentucky,Crittenden,7838,19,939
1860,Kentucky,Cumberland,5874,53,1413
1860,Kentucky,Daviess,11958,76,3515
1860,Kentucky,Edmonson,4361,11,273
1860,Kentucky,Estill,6363,16,507
1860,Kentucky,Fayette,11899,685,10015
1860,Kentucky,Fleming,10359,112,2018
1860,Kentucky,Floyd,6168,73,147
1860,Kentucky,Franklin,8860,450,3384
1860,Kentucky,Fulton,4220,19,1078
1860,Kentucky,Gallatin,4334,14,708
1860,Kentucky,Garrard,6857,96,3578
1860,Kentucky,Grant,7630,30,696
1860,Kentucky,Graves,13386,2,2845
1860,Kentucky,Grayson,7628,3,351
1860,Kentucky,Green,6323,111,2372
1860,Kentucky,Greenup,8350,47,363
1860,Kentucky,Hancock,5382,13,818
1860,Kentucky,Hardin,12626,33,2530
1860,Kentucky,Harlan,5352,15,127
1860,Kentucky,Harrison,10341,149,3289
1860,Kentucky,Hart,8878,75,1395
1860,Kentucky,Henderson,8405,77,5767
1860,Kentucky,Henry,8602,36,3311
1860,Kentucky,Hickman,5739,20,1249
1860,Kentucky,Hopkins,9836,30,2009
1860,Kentucky,Jackson,3059,21,7
1860,Kentucky,Jefferson,77093,2007,10304
1860,Kentucky,Jessamine,5671,96,3698
1860,Kentucky,Johnson,5260,19,27
1860,Kentucky,Kenton,24815,85,567
1860,Kentucky,Knox,7034,184,489
1860,Kentucky,Larue,5987,4,900
1860,Kentucky,Laurel,5301,1,186
1860,Kentucky,Lawrence,7443,12,146
1860,Kentucky,Letcher,3787,9,108
1860,Kentucky,Lewis,8114,17,230
1860,Kentucky,Lincoln,7059,158,3430
1860,Kentucky,Livingston,5955,36,1222
1860,Kentucky,Logan,12295,370,6356
1860,Kentucky,Lyon,4167,46,1094
1860,Kentucky,McCracken,8554,68,1738
1860,Kentucky,McLean,5227,29,888
1860,Kentucky,Madison,11025,148,6034
1860,Kentucky,Magoffin,3338,76,71
1860,Kentucky,Marion,9004,110,3479
1860,Kentucky,Marshall,6596,35,351
1860,Kentucky,Mason,14065,385,3772
1860,Kentucky,Meade,6944,22,1932
1860,Kentucky,Mercer,10149,278,3274
1860,Kentucky,Metcalfe,5914,50,781
1860,Kentucky,Monroe,7612,17,922
1860,Kentucky,Montgomery,4967,140,2752
1860,Kentucky,Morgan,8986,81,170
1860,Kentucky,Muhlenberg,9101,40,1584
1860,Kentucky,Nelson,10160,109,5530
1860,Kentucky,Nicholas,9261,155,1614
1860,Kentucky,Ohio,10888,29,1292
1860,Kentucky,Oldham,4815,37,2431
1860,Kentucky,Owen,10989,70,1660
1860,Kentucky,Owsley,5205,18,112
1860,Kentucky,Pendleton,9977,42,424
1860,Kentucky,Perry,3863,14,73
1860,Kentucky,Pike,7247,40,97
1860,Kentucky,Powell,2108,24,125
1860,Kentucky,Pulaski,15819,52,1330
1860,Kentucky,Rockcastle,4946,40,357
1860,Kentucky,Rowan,2139,1,142
1860,Kentucky,Russell,5453,12,559
1860,Kentucky,Scott,8441,232,5744
1860,Kentucky,Shelby,9634,165,6634
1860,Kentucky,Simpson,5743,96,2307
1860,Kentucky,Spencer,3974,9,2205
1860,Kentucky,Taylor,5755,129,1597
1860,Kentucky,Todd,6681,45,4849
1860,Kentucky,Trigg,7562,41,3448
1860,Kentucky,Trimble,5044,5,831
1860,Kentucky,Union,9666,20,3105
1860,Kentucky,Warren,11799,203,5318
1860,Kentucky,Washington,8707,46,2822
1860,Kentucky,Wayne,9244,28,987
1860,Kentucky,Webster,6417,33,1083
1860,Kentucky,Whitley,7552,26,183
1860,Kentucky,Woodford,5276,114,5829
1860,Louisiana,Ascension,3940,168,7376
1860,Louisiana,Assumption,7189,94,8096
1860,Louisiana,Avoyelles,5904,74,7185
1860,Louisiana,Bienville,5900,100,5000
1860,Louisiana,Bossier,3348,0,8000
1860,Louisiana,Caddo,4733,69,7338
1860,Louisiana,Calcasieu,4451,305,1171
1860,Louisiana,Caldwell,2888,0,1945
1860,Louisiana,Carroll,4124,20,13908
1860,Louisiana,Catahoula,5492,46,6113
1860,Louisiana,Claiborne,8996,4,7848
1860,Louisiana,Concordia,1242,21,12542
1860,Louisiana,De Soto,4777,14,8507
1860,Louisiana,East Baton Rouge,6944,532,8570
1860,Louisiana,East Feliciana,4081,23,10593
1860,Louisiana,Franklin,2758,2,3402
1860,Louisiana,Iberville,3793,188,10680
1860,Louisiana,Jackson,5367,0,4098
1860,Louisiana,Jefferson,9964,287,5120
1860,Louisiana,Lafayette,4307,231,4463
1860,Louisiana,Lafourche,7500,149,6395
1860,Louisiana,Livingston,3120,0,1311
1860,Louisiana,Madison,1640,16,12477
1860,Louisiana,Morehouse,3784,4,6569
1860,Louisiana,Natchitoches,6304,959,9434
1860,Louisiana,Orleans,149063,10939,14484
1860,Louisiana,Ouachita,1887,0,2840
1860,Louisiana,Plaquemines,2595,514,5385
1860,Louisiana,Pointe Coupee,4094,721,12903
1860,Louisiana,Rapides,9711,291,15358
1860,Louisiana,Sabine,4115,0,1713
1860,Louisiana,St Bernard,1771,65,2240
1860,Louisiana,St Charles,938,177,4182
1860,Louisiana,St Helena,3413,6,3711
1860,Louisiana,St James,3348,61,8090
1860,Louisiana,St John The Baptist,3037,299,4594
1860,Louisiana,St Landry,10703,965,11436
1860,Louisiana,St Martin,4984,311,7358
1860,Louisiana,St Mary,3475,251,13057
1860,Louisiana,St Tammany,3153,412,1841
1860,Louisiana,Tensas,1479,7,14592
1860,Louisiana,Terrebonne,5131,72,6785
1860,Louisiana,Union,6641,3,3745
1860,Louisiana,Vermilion,3001,7,1316
1860,Louisiana,Washington,2996,22,1690
1860,Louisiana,West Baton Rouge,1859,113,5340
1860,Louisiana,West Feliciana,2036,64,9571
1860,Louisiana,Winn,5480,41,1354
1860,Maine,Androscoggin,29715,11,0
1860,Maine,Aroostook,22453,26,0
1860,Maine,Cumberland,75116,475,0
1860,Maine,Franklin,20398,5,0
1860,Maine,Hancock,37717,40,0
1860,Maine,Kennebec,55511,144,0
1860,Maine,Knox,32586,130,0
1860,Maine,Lincoln,27814,46,0
1860,Maine,Oxford,36696,2,0
1860,Maine,Penobscot,72632,99,0
1860,Maine,Piscataquis,15032,0,0
1860,Maine,Sagadahoc,21702,83,0
1860,Maine,Somerset,36738,15,0
1860,Maine,Waldo,38423,24,0
1860,Maine,Washington,42360,174,0
1860,Maine,York,62054,53,0
1860,Maryland,Allegany,27215,467,666
1860,Maryland,Anne Arundel,11704,4864,7332
1860,Maryland,Baltimore,46722,4231,3182
1860,Maryland,Calvert,3997,1841,4609
1860,Maryland,Caroline,7604,2786,739
1860,Maryland,Carroll,22525,1225,783
1860,Maryland,Cecil,19994,2918,950
1860,Maryland,Charles,5796,1068,9653
1860,Maryland,Dorchester,11654,4684,4123
1860,Maryland,Frederick,38391,4957,3243
1860,Maryland,Harford,17971,3644,1800
1860,Maryland,Howard,9081,1395,2862
1860,Maryland,Kent,7347,3411,2509
1860,Maryland,Montgomery,11349,1552,5421
1860,Maryland,Prince Georges,9650,1198,12479
1860,Maryland,Queen Anne's,8415,3372,4174
1860,Maryland,St Mary's,6798,1866,6549
1860,Maryland,Somerset,15332,4571,5089
1860,Maryland,Talbot,8106,2964,3725
1860,Maryland,Washington,28305,1677,1435
1860,Maryland,Worcester,13442,3571,3648
1860,Maryland,Baltimore City,184520,25680,2218
1860,Massachusetts,Barnstable,35890,100,0
1860,Massachusetts,Berkshire,53910,1210,0
1860,Massachusetts,Bristol,91858,1936,0
1860,Massachusetts,Dukes,4385,18,0
1860,Massachusetts,Essex,164952,659,0
1860,Massachusetts,Franklin,31370,64,0
1860,Massachusetts,Hampden,56883,483,0
1860,Massachusetts,Hampshire,37569,254,0
1860,Massachusetts,Middlesex,215458,896,0
1860,Massachusetts,Nantucket,5966,128,0
1860,Massachusetts,Norfolk,109702,248,0
1860,Massachusetts,Plymouth,64329,439,0
1860,Massachusetts,Suffolk,190279,2398,0
1860,Massachusetts,Worcester,158881,769,0
1860,Michigan,Alcona,185,0,0
1860,Michigan,Allegan,15923,58,0
1860,Michigan,Alpena,290,0,0
1860,Michigan,Antrim,178,0,0
1860,Michigan,Barry,13785,58,0
1860,Michigan,Bay,3106,6,0
1860,Michigan,Berrien,21931,410,0
1860,Michigan,Branch,20948,33,0
1860,Michigan,Calhoun,29180,376,0
1860,Michigan,Cass,16291,1368,0
1860,Michigan,Cheboygan,393,0,0
1860,Michigan,Chippewa,1351,8,0
1860,Michigan,Clinton,13902,14,0
1860,Michigan,Delta,1052,0,0
1860,Michigan,Eaton,16454,16,0
1860,Michigan,Emmet,123,0,0
1860,Michigan,Genesee,22407,44,0
1860,Michigan,Gladwin,14,0,0
1860,Michigan,Grand Traverse,1243,0,0
1860,Michigan,Gratiot,4024,9,0
1860,Michigan,Hillsdale,25642,33,0
1860,Michigan,Houghton,8893,62,0
1860,Michigan,Huron,3164,1,0
1860,Michigan,Ingham,17398,37,0
1860,Michigan,Ionia,16612,30,0
1860,Michigan,Iosco,175,0,0
1860,Michigan,Isabella,595,0,0
1860,Michigan,Jackson,26486,185,0
1860,Michigan,Kalamazoo,24327,319,0
1860,Michigan,Kent,30590,125,0
1860,Michigan,Lapeer,14685,52,0
1860,Michigan,Leelanau,1527,3,0
1860,Michigan,Lenawee,37861,243,0
1860,Michigan,Livingston,16825,26,0
1860,Michigan,Macomb,22780,63,0
1860,Michigan,Manistee,971,4,0
1860,Michigan,Manitou,862,0,0
1860,Michigan,Marquette,2734,60,0
1860,Michigan,Mason,419,1,0
1860,Michigan,Mecosta,965,5,0
1860,Michigan,Michilimackinac,1011,20,0
1860,Michigan,Midland,786,1,0
1860,Michigan,Monroe,21564,29,0
1860,Michigan,Montcalm,3957,11,0
1860,Michigan,Muskegon,3923,24,0
1860,Michigan,Newaygo,2661,50,0
1860,Michigan,Oakland,37952,309,0
1860,Michigan,Oceana,1236,10,0
1860,Michigan,Ontonagon,4544,24,0
1860,Michigan,Osceola,27,0,0
1860,Michigan,Ottawa,13167,43,0
1860,Michigan,Presque Isle,26,0,0
1860,Michigan,Saginaw,12557,38,0
1860,Michigan,St Clair,26551,53,0
1860,Michigan,St Joseph,21200,62,0
1860,Michigan,Sanilac,7599,0,0
1860,Michigan,Schoolcraft,52,4,0
1860,Michigan,Shiawassee,12334,14,0
1860,Michigan,Tuscola,4882,0,0
1860,Michigan,Van Buren,14901,151,0
1860,Michigan,Washtenaw,35049,634,0
1860,Michigan,Wayne,73872,1673,0
1860,Minnesota,Aitkin,2,0,0
1860,Minnesota,Anoka,2106,0,0
1860,Minnesota,Becker,77,0,0
1860,Minnesota,Benton,626,0,0
1860,Minnesota,Blue Earth,4802,1,0
1860,Minnesota,Breckinridge,72,0,0
1860,Minnesota,Brown,2258,0,0
1860,Minnesota,Buchanan,26,0,0
1860,Minnesota,Carlton,51,0,0
1860,Minnesota,Carver,5106,0,0
1860,Minnesota,Cass,62,13,0
1860,Minnesota,Chisago,1729,12,0
1860,Minnesota,Cottonwood,12,0,0
1860,Minnesota,Crow Wing,189,0,0
1860,Minnesota,Dakota,9052,39,0
1860,Minnesota,Dodge,3797,0,0
1860,Minnesota,Douglas,195,0,0
1860,Minnesota,Faribault,1335,0,0
1860,Minnesota,Fillmore,13542,0,0
1860,Minnesota,Freeborn,3367,0,0
1860,Minnesota,Goodhue,8971,6,0
