YEAR,STATE,COUNTY,total_population,total_white,total_free_black,total_slave
1850,Oregon Territory,Clackamas,1859,1836,23,0
1850,Oregon Territory,Clark,643,592,51,0
1850,Oregon Territory,Clatsop,462,458,4,0
1850,Oregon Territory,Lewis,558,457,101,0
1850,Oregon Territory,Linn,994,994,0,0
1850,Oregon Territory,Marion,2749,2740,9,0
1850,Oregon Territory,Polk,1051,1046,5,0
1850,Oregon Territory,Washington,2652,2643,9,0
1850,Oregon Territory,Yamhill,1512,1511,1,0
1850,Pennsylvania,Adams,25981,25426,555,0
1850,Pennsylvania,Allegheny,138290,134859,3431,0
1850,Pennsylvania,Armstrong,29560,29431,129,0
1850,Pennsylvania,Beaver,26689,26444,245,0
1850,Pennsylvania,Bedford,23052,22637,415,0
1850,Pennsylvania,Berks,77129,76579,550,0
1850,Pennsylvania,Blair,21777,21517,260,0
1850,Pennsylvania,Bradford,42831,42634,197,0
1850,Pennsylvania,Bucks,56091,54369,1722,0
1850,Pennsylvania,Butler,30346,30262,84,0
1850,Pennsylvania,Cambria,17773,17645,128,0
1850,Pennsylvania,Carbon,15686,15656,30,0
1850,Pennsylvania,Centre,23355,23112,243,0
1850,Pennsylvania,Chester,66438,61215,5223,0
1850,Pennsylvania,Clarion,23565,23448,117,0
1850,Pennsylvania,Clearfield,12586,12482,104,0
1850,Pennsylvania,Clinton,11207,11055,152,0
1850,Pennsylvania,Columbia,17710,17607,103,0
1850,Pennsylvania,Crawford,37849,37750,99,0
1850,Pennsylvania,Cumberland,34327,33370,957,0
1850,Pennsylvania,Dauphin,35754,34476,1278,0
1850,Pennsylvania,Delaware,24679,23122,1557,0
1850,Pennsylvania,Elk,3531,3529,2,0
1850,Pennsylvania,Erie,38742,38593,149,0
1850,Pennsylvania,Fayette,39112,37443,1669,0
1850,Pennsylvania,Franklin,39904,37956,1948,0
1850,Pennsylvania,Fulton,7567,7474,93,0
1850,Pennsylvania,Greene,22136,21660,476,0
1850,Pennsylvania,Huntingdon,24786,24451,335,0
1850,Pennsylvania,Indiana,27170,26916,254,0
1850,Pennsylvania,Jefferson,13518,13424,94,0
1850,Pennsylvania,Juniata,13029,12898,131,0
1850,Pennsylvania,Lancaster,98944,95330,3614,0
1850,Pennsylvania,Lawrence,21079,20947,132,0
1850,Pennsylvania,Lebanon,26071,25985,86,0
1850,Pennsylvania,Lehigh,32479,32431,48,0
1850,Pennsylvania,Luzerne,56072,55699,373,0
1850,Pennsylvania,Lycoming,26257,25890,367,0
1850,Pennsylvania,McKean,5254,5218,36,0
1850,Pennsylvania,Mercer,33172,32881,291,0
1850,Pennsylvania,Mifflin,14980,14570,410,0
1850,Pennsylvania,Monroe,13270,13170,100,0
1850,Pennsylvania,Montgomery,58291,57434,857,0
1850,Pennsylvania,Montour,13239,13155,84,0
1850,Pennsylvania,Northampton,40235,40099,136,0
1850,Pennsylvania,Northumberland,23272,23180,92,0
1850,Pennsylvania,Perry,20088,19953,135,0
1850,Pennsylvania,Philadelphia,408762,389001,19761,0
1850,Pennsylvania,Pike,5881,5692,189,0
1850,Pennsylvania,Potter,6048,6042,6,0
1850,Pennsylvania,Schuylkill,60713,60305,408,0
1850,Pennsylvania,Somerset,24416,24317,99,0
1850,Pennsylvania,Sullivan,3694,3683,11,0
1850,Pennsylvania,Susquehanna,28688,28528,160,0
1850,Pennsylvania,Tioga,23987,23889,98,0
1850,Pennsylvania,Union,26083,25982,101,0
1850,Pennsylvania,Venango,18310,18270,40,0
1850,Pennsylvania,Warren,13671,13593,78,0
1850,Pennsylvania,Washington,44939,43380,1559,0
1850,Pennsylvania,Wayne,21890,21841,49,0
1850,Pennsylvania,Westmoreland,51726,51280,446,0
1850,Pennsylvania,Wyoming,10655,10650,5,0
1850,Pennsylvania,York,57450,56325,1125,0
1850,Rhode Island,Bristol,8514,8203,311,0
1850,Rhode Island,Kent,15068,14839,229,0
1850,Rhode Island,Newport,20007,19225,782,0
1850,Rhode Island,Providence,87526,85708,1818,0
1850,Rhode Island,Washington,16430,15900,530,0
1850,South Carolina,Abbeville,32318,12699,357,19262
1850,South Carolina,Anderson,21475,13867,94,7514
1850,South Carolina,Barnwell,26608,12289,311,14008
1850,South Carolina,Beaufort,38805,5947,579,32279
1850,South Carolina,Charleston,72805,24580,3849,44376
1850,South Carolina,Chester,18038,8003,148,9887
1850,South Carolina,Chesterfield,10790,6678,218,3894
1850,South Carolina,Colleton,39505,7403,331,31771
1850,South Carolina,Darlington,16831,6747,43,10041
1850,South Carolina,Edgefield,39262,16252,285,22725
1850,South Carolina,Fairfield,21404,7068,90,14246
1850,South Carolina,Georgetown,20647,2193,201,18253
1850,South Carolina,Greenville,20156,13370,95,6691
1850,South Carolina,Horry,7646,5522,49,2075
1850,South Carolina,Kershaw,14473,4681,214,9578
1850,South Carolina,Lancaster,10988,5857,117,5014
1850,South Carolina,Laurens,23407,11370,84,11953
1850,South Carolina,Lexington,12930,7350,23,5557
1850,South Carolina,Marion,17407,9781,106,7520
1850,South Carolina,Marlboro,10789,5033,156,5600
1850,South Carolina,Newberry,20143,7242,213,12688
1850,South Carolina,Orangeburg,23582,8120,78,15384
1850,South Carolina,Pickens,16904,13105,120,3679
1850,South Carolina,Richland,20243,6764,501,12978
1850,South Carolina,Spartanburg,26400,18311,50,8039
1850,South Carolina,Sumter,33220,9813,342,23065
1850,South Carolina,Union,19851,9317,142,10392
1850,South Carolina,Williamsburg,12447,3902,37,8508
1850,South Carolina,York,19433,11299,127,8007
1850,Tennessee,Anderson,6938,6391,41,506
1850,Tennessee,Bedford,21511,15937,72,5502
1850,Tennessee,Benton,6315,5931,21,363
1850,Tennessee,Bledsoe,5959,5036,96,827
1850,Tennessee,Blount,12424,11213,127,1084
1850,Tennessee,Bradley,12259,11478,37,744
1850,Tennessee,Campbell,6068,5651,99,318
1850,Tennessee,Cannon,8982,8115,24,843
1850,Tennessee,Carroll,15967,12815,17,3135
1850,Tennessee,Carter,6296,5911,32,353
1850,Tennessee,Claiborne,9369,8610,99,660
1850,Tennessee,Cocke,8300,7501,80,719
1850,Tennessee,Coffee,8351,7074,10,1267
1850,Tennessee,Davidson,38882,23853,854,14175
1850,Tennessee,Decatur,6003,5263,17,723
1850,Tennessee,DeKalb,8016,7331,17,668
1850,Tennessee,Dickson,8404,6285,1,2118
1850,Tennessee,Dyer,6361,4884,9,1468
1850,Tennessee,Fayette,26719,11416,39,15264
1850,Tennessee,Fentress,4454,4305,1,148
1850,Tennessee,Franklin,13768,10085,60,3623
1850,Tennessee,Gibson,19548,15286,68,4194
1850,Tennessee,Giles,25949,16518,73,9358
1850,Tennessee,Grainger,12370,11170,165,1035
1850,Tennessee,Greene,17824,16526,205,1093
1850,Tennessee,Grundy,2773,2522,15,236
1850,Tennessee,Hamilton,10075,9216,187,672
1850,Tennessee,Hancock,5660,5447,11,202
1850,Tennessee,Hardeman,17456,10308,40,7108
1850,Tennessee,Hardin,10328,9040,31,1257
1850,Tennessee,Hawkins,13370,11567,113,1690
1850,Tennessee,Haywood,17259,8711,50,8498
1850,Tennessee,Henderson,13164,10570,2,2592
1850,Tennessee,Henry,18233,13387,25,4821
1850,Tennessee,Hickman,9397,7559,22,1816
1850,Tennessee,Humphreys,6422,5304,21,1097
1850,Tennessee,Jackson,15673,14000,115,1558
1850,Tennessee,Jefferson,13204,11458,118,1628
1850,Tennessee,Johnson,3705,3485,14,206
1850,Tennessee,Knox,18807,16385,229,2193
1850,Tennessee,Lauderdale,5169,3397,6,1766
1850,Tennessee,Lawrence,9280,8094,24,1162
1850,Tennessee,Lewis,4438,3694,8,736
1850,Tennessee,Lincoln,23492,17802,69,5621
1850,Tennessee,McMinn,13906,12286,52,1568
1850,Tennessee,McNairy,12864,11447,24,1393
1850,Tennessee,Macon,6948,6122,60,766
1850,Tennessee,Madison,21470,12857,61,8552
1850,Tennessee,Marion,6314,5718,45,551
1850,Tennessee,Marshall,15616,11915,67,3634
1850,Tennessee,Maury,29520,16759,91,12670
1850,Tennessee,Meigs,4879,4480,4,395
1850,Tennessee,Monroe,11874,10623,63,1188
1850,Tennessee,Montgomery,21045,11900,74,9071
1850,Tennessee,Morgan,3430,3301,28,101
1850,Tennessee,Obion,7633,6572,4,1057
1850,Tennessee,Overton,11211,10088,58,1065
1850,Tennessee,Perry,5821,5503,5,313
1850,Tennessee,Polk,6338,5884,54,400
1850,Tennessee,Rhea,4415,3951,28,436
1850,Tennessee,Roane,12185,10525,116,1544
1850,Tennessee,Robertson,16145,11503,26,4616
1850,Tennessee,Rutherford,29122,16910,234,11978
1850,Tennessee,Scott,1905,1868,0,37
1850,Tennessee,Sevier,6920,6450,67,403
1850,Tennessee,Shelby,31157,16579,218,14360
1850,Tennessee,Smith,18412,13709,186,4517
1850,Tennessee,Stewart,9719,7017,127,2575
1850,Tennessee,Sullivan,11742,10603,135,1004
1850,Tennessee,Sumner,22717,14487,224,8006
1850,Tennessee,Tipton,8887,4673,22,4192
1850,Tennessee,Van Buren,2674,2481,18,175
1850,Tennessee,Warren,10179,8386,83,1710
1850,Tennessee,Washington,13861,12671,260,930
1850,Tennessee,Wayne,8170,7232,8,930
1850,Tennessee,Weakley,14608,11525,13,3070
1850,Tennessee,White,11444,10101,129,1214
1850,Tennessee,Williamson,27201,14266,71,12864
1850,Tennessee,Wilson,27443,19913,403,7127
1850,Texas,Anderson,2884,2284,0,600
1850,Texas,Angelina,1165,945,24,196
1850,Texas,Austin,3841,2286,6,1549
1850,Texas,Bastrop,3099,2180,0,919
1850,Texas,Bexar,6052,5633,30,389
1850,Texas,Bowie,2912,1271,0,1641
1850,Texas,Brazoria,4841,1329,5,3507
1850,Texas,Brazos,614,466,0,148
1850,Texas,Burleson,1713,1213,0,500
1850,Texas,Caldwell,1329,1054,1,274
1850,Texas,Calhoun,1110,867,9,234
1850,Texas,Cameron,8541,8469,19,53
1850,Texas,Cass (old),4991,3089,0,1902
1850,Texas,Cherokee,6673,5389,1,1283
1850,Texas,Collin,1950,1816,0,134
1850,Texas,Colorado,2257,1534,0,723
1850,Texas,Comal,1723,1662,0,61
1850,Texas,Cooke,220,219,0,1
1850,Texas,Dallas,2743,2536,0,207
1850,Texas,Denton,641,631,0,10
1850,Texas,DeWitt,1716,1148,0,568
1850,Texas,Ellis,989,902,10,77
1850,Texas,Fannin,3788,3260,0,528
1850,Texas,Fayette,3756,2740,0,1016
1850,Texas,Fort Bend,2533,974,5,1554
1850,Texas,Galveston,4529,3785,30,714
1850,Texas,Gillespie,1240,1235,0,5
1850,Texas,Goliad,648,435,0,213
1850,Texas,Gonzales,1492,891,0,601
1850,Texas,Grayson,2008,1822,0,186
1850,Texas,Grimes,4008,2326,2,1680
1850,Texas,Guadalupe,1511,1171,5,335
1850,Texas,Harris,4668,3756,7,905
1850,Texas,Harrison,11822,5604,5,6213
1850,Texas,Hays,387,259,0,128
1850,Texas,Henderson,1237,1155,1,81
1850,Texas,Hopkins,2623,2469,0,154
1850,Texas,Houston,2721,2036,12,673
1850,Texas,Hunt,1520,1477,2,41
1850,Texas,Jackson,996,627,30,339
1850,Texas,Jasper,1767,1226,0,541
1850,Texas,Jefferson,1836,1504,63,269
1850,Texas,Kaufman,1047,982,0,65
1850,Texas,Lamar,3978,2893,0,1085
1850,Texas,Lavaca,1571,1139,0,432
1850,Texas,Leon,1946,1325,0,621
1850,Texas,Liberty,2522,1623,7,892
1850,Texas,Limestone,2608,1990,0,618
1850,Texas,Matagorda,2124,913,3,1208
1850,Texas,Medina,909,881,0,28
1850,Texas,Milam,2907,2469,2,436
1850,Texas,Montgomery,2384,1439,0,945
1850,Texas,Nacogdoches,5193,3758,31,1404
1850,Texas,Navarro,2190,1943,1,246
1850,Texas,Navarro-Ellis-Tarrant [multi-county reporting area],,,,
1850,Texas,Newton,1689,1255,8,426
1850,Texas,Nueces,698,650,1,47
1850,Texas,Panola,3871,2676,2,1193
1850,Texas,Polk,2348,1542,1,805
1850,Texas,Red River,3906,2493,7,1406
1850,Texas,Refugio,288,269,0,19
1850,Texas,Robertson,934,670,0,264
1850,Texas,Rusk,8148,6012,0,2136
1850,Texas,Sabine,2498,1556,0,942
1850,Texas,San Augustine,3648,2087,0,1561
1850,Texas,San Patricio,200,197,0,3
1850,Texas,Shelby,4239,3278,0,961
1850,Texas,Smith,4292,3575,0,717
1850,Texas,Starr,,,,
1850,Texas,Tarrant,664,599,0,65
1850,Texas,Titus,3636,3168,1,467
1850,Texas,Travis,3138,2336,11,791
1850,Texas,Tyler,1894,1476,0,418
1850,Texas,Upshur,3394,2712,0,682
1850,Texas,Van Zandt,1348,1308,0,40
1850,Texas,Victoria,2019,1396,52,571
1850,Texas,Walker,3964,2663,0,1301
1850,Texas,Washington,5983,3166,0,2817
1850,Texas,Webb,,,,
1850,Texas,Wharton,1752,510,0,1242
1850,Texas,Williamson,1568,1410,3,155
1850,Utah Territory,Davis,1134,1134,0,0
1850,Utah Territory,Great Salt Lake,6157,6142,15,0
1850,Utah Territory,Iron,360,359,1,0
1850,Utah Territory,Sanpete,365,365,0,0
1850,Utah Territory,Tooele,152,152,0,0
1850,Utah Territory,Utah,2026,1992,8,26
1850,Utah Territory,Weber,1186,1186,0,0
1850,Vermont,Addison,26549,26441,108,0
1850,Vermont,Bennington,18589,18511,78,0
1850,Vermont,Caledonia,23595,23584,11,0
1850,Vermont,Chittenden,29036,28927,109,0
1850,Vermont,Essex,4650,4647,3,0
1850,Vermont,Franklin,28586,28500,86,0
1850,Vermont,Grand Isle,4145,4142,3,0
1850,Vermont,Lamoille,10872,10869,3,0
1850,Vermont,Orange,27296,27277,19,0
1850,Vermont,Orleans,15707,15694,13,0
1850,Vermont,Rutland,33059,32938,121,0
1850,Vermont,Washington,24654,24640,14,0
1850,Vermont,Windham,29062,29025,37,0
1850,Vermont,Windsor,38320,38207,113,0
1850,Virginia,Accomack,17890,9608,3295,4987
1850,Virginia,Albemarle,25800,11875,587,13338
1850,Virginia,Alexandria,10008,7217,1409,1382
1850,Virginia,Alleghany,3515,2763,58,694
1850,Virginia,Amelia,9770,2785,166,6819
1850,Virginia,Amherst,12699,6352,394,5953
1850,Virginia,Appomattox,9193,4209,185,4799
1850,Virginia,Augusta,24610,18983,574,5053
1850,Virginia,Barbour,9005,8670,222,113
1850,Virginia,Bath,3426,2434,45,947
1850,Virginia,Bedford,24080,13556,463,10061
1850,Virginia,Berkeley,11771,9566,249,1956
1850,Virginia,Boone,3237,3054,0,183
1850,Virginia,Botetourt,14908,10746,426,3736
1850,Virginia,Braxton,4212,4123,0,89
1850,Virginia,Brooke,5054,4923,100,31
1850,Virginia,Brunswick,13894,4885,553,8456
1850,Virginia,Buckingham,13837,5426,250,8161
1850,Virginia,Cabell,6299,5902,8,389
1850,Virginia,Campbell,23245,11533,846,10866
1850,Virginia,Caroline,18456,6891,904,10661
1850,Virginia,Carroll,5909,5726,29,154
1850,Virginia,Charles City,5200,1664,772,2764
1850,Virginia,Charlotte,13955,4615,352,8988
1850,Virginia,Chesterfield,17489,8406,467,8616
1850,Virginia,Clarke,7352,3614,124,3614
1850,Virginia,Culpeper,12282,5112,487,6683
1850,Virginia,Cumberland,9751,3082,340,6329
1850,Virginia,Dinwiddie,25118,10942,3296,10880
1850,Virginia,Doddridge,2750,2718,1,31
1850,Virginia,Elizabeth City,4586,2341,97,2148
1850,Virginia,Essex,10206,3035,409,6762
1850,Virginia,Fairfax,10682,6835,597,3250
1850,Virginia,Fauquier,20868,9875,643,10350
1850,Virginia,Fayette,3955,3780,19,156
1850,Virginia,Floyd,6458,6001,14,443
1850,Virginia,Fluvanna,9487,4539,211,4737
1850,Virginia,Franklin,17430,11638,66,5726
1850,Virginia,Frederick,15975,12769,912,2294
1850,Virginia,Giles,6570,5858,55,657
1850,Virginia,Gilmer,3475,3403,0,72
1850,Virginia,Gloucester,10527,4290,680,5557
1850,Virginia,Goochland,10352,3863,644,5845
1850,Virginia,Grayson,6677,6142,36,499
1850,Virginia,Greenbrier,10022,8549,156,1317
1850,Virginia,Greene,4400,2667,34,1699
1850,Virginia,Greensville,5639,1731,123,3785
1850,Virginia,Halifax,25962,10976,534,14452
1850,Virginia,Hampshire,14036,12379,224,1433
1850,Virginia,Hancock,4050,4040,7,3
1850,Virginia,Hanover,15153,6539,221,8393
1850,Virginia,Hardy,9543,7927,356,1260
1850,Virginia,Harrison,11728,11213,27,488
1850,Virginia,Henrico,43572,23826,3637,16109
1850,Virginia,Henry,8872,5324,208,3340
1850,Virginia,Highland,4227,3837,26,364
1850,Virginia,Isle Of Wight,9353,4710,1248,3395
1850,Virginia,Jackson,6544,6480,11,53
1850,Virginia,James City,4020,1489,663,1868
1850,Virginia,Jefferson,15357,10476,540,4341
1850,Virginia,Kanawha,15353,12001,212,3140
1850,Virginia,King And Queen,10319,4094,461,5764
1850,Virginia,King George,5971,2301,267,3403
1850,Virginia,King William,8779,2701,347,5731
1850,Virginia,Lancaster,4708,1802,266,2640
1850,Virginia,Lee,10267,9440,40,787
1850,Virginia,Lewis,10031,9620,43,368
1850,Virginia,Logan,3620,3533,0,87
1850,Virginia,Loudoun,22079,15081,1357,5641
1850,Virginia,Louisa,16691,6423,404,9864
1850,Virginia,Lunenburg,11692,4314,191,7187
1850,Virginia,Madison,9331,4456,151,4724
1850,Virginia,Marion,10552,10439,19,94
1850,Virginia,Marshall,10138,10050,39,49
1850,Virginia,Mason,7539,6841,51,647
1850,Virginia,Mathews,6714,3642,149,2923
1850,Virginia,Mecklenburg,20630,7256,912,12462
1850,Virginia,Mercer,4222,4018,27,177
1850,Virginia,Middlesex,4394,1903,149,2342
1850,Virginia,Monongalia,12387,12092,119,176
1850,Virginia,Monroe,10204,9062,81,1061
1850,Virginia,Montgomery,8359,6822,66,1471
1850,Virginia,Morgan,3557,3431,3,123
1850,Virginia,Nansemond,12283,5424,2144,4715
1850,Virginia,Nelson,12758,6478,138,6142
1850,Virginia,New Kent,6064,2222,432,3410
1850,Virginia,Nicholas,3963,3889,1,73
1850,Virginia,Norfolk,33036,20329,2307,10400
1850,Virginia,Northampton,7498,3105,745,3648
1850,Virginia,Northumberland,7346,3072,519,3755
1850,Virginia,Nottoway,8437,2234,153,6050
1850,Virginia,Ohio,18006,17612,230,164
1850,Virginia,Orange,10067,3962,184,5921
1850,Virginia,Page,7600,6332,311,957
1850,Virginia,Patrick,9609,7187,98,2324
1850,Virginia,Pendleton,5795,5443,30,322
1850,Virginia,Pittsylvania,28796,15263,735,12798
1850,Virginia,Pocahontas,3598,3303,28,267
1850,Virginia,Powhatan,8178,2513,383,5282
1850,Virginia,Preston,11708,11562,59,87
1850,Virginia,Prince Edward,11857,4177,488,7192
1850,Virginia,Prince George,7596,2670,518,4408
1850,Virginia,Princess Anne,7669,4280,259,3130
1850,Virginia,Prince William,8129,5079,552,2498
1850,Virginia,Pulaski,5118,3613,34,1471
1850,Virginia,Putnam,5335,4693,10,632
1850,Virginia,Raleigh,1765,1729,13,23
1850,Virginia,Randolph,5243,5003,39,201
1850,Virginia,Rappahannock,9782,5642,296,3844
1850,Virginia,Richmond,6448,3463,708,2277
1850,Virginia,Ritchie,3902,3886,0,16
1850,Virginia,Roanoke,8477,5812,155,2510
1850,Virginia,Rockbridge,16045,11484,364,4197
1850,Virginia,Rockingham,20294,17496,467,2331
1850,Virginia,Russell,11919,10866,71,982
1850,Virginia,Scott,9829,9322,34,473
1850,Virginia,Shenandoah,13768,12565,292,911
1850,Virginia,Smyth,8162,6898,200,1064
1850,Virginia,Southampton,13521,5940,1826,5755
1850,Virginia,Spotsylvania,14911,6894,536,7481
1850,Virginia,Stafford,8044,4415,318,3311
1850,Virginia,Surry,5679,2215,985,2479
1850,Virginia,Sussex,9820,3086,742,5992
1850,Virginia,Taylor,5367,5130,69,168
1850,Virginia,Tazewell,9942,8807,75,1060
1850,Virginia,Tyler,5498,5456,4,38
1850,Virginia,Warren,6607,4493,366,1748
1850,Virginia,Warwick,1546,599,42,905
1850,Virginia,Washington,14612,12369,112,2131
1850,Virginia,Wayne,4760,4564,7,189
1850,Virginia,Westmoreland,8080,3376,1147,3557
1850,Virginia,Wetzel,4284,4261,6,17
1850,Virginia,Wirt,3353,3319,2,32
1850,Virginia,Wood,9450,9008,69,373
1850,Virginia,Wyoming,1645,1583,1,61
1850,Virginia,Wythe,12024,9618,221,2185
1850,Virginia,York,4460,1825,454,2181
1850,Wisconsin,Adams,187,187,0,0
1850,Wisconsin,Adams-Sauk [multi-county reporting area],,,,
1850,Wisconsin,Brown,6215,6170,45,0
1850,Wisconsin,Calumet,1743,1620,123,0
1850,Wisconsin,Chippewa,615,614,1,0
1850,Wisconsin,Chippewa-Crawford [multi-county reporting area],,,,
1850,Wisconsin,Columbia,9565,9547,18,0
1850,Wisconsin,Crawford,2498,2481,17,0
1850,Wisconsin,Dane,16639,16613,26,0
1850,Wisconsin,Dodge,19138,19126,12,0
1850,Wisconsin,Fond du Lac,14510,14507,3,0
1850,Wisconsin,Grant,16169,16139,30,0
1850,Wisconsin,Green,8566,8566,0,0
1850,Wisconsin,Iowa,9525,9496,29,0
1850,Wisconsin,Jefferson,15317,15314,3,0
1850,Wisconsin,Kenosha,10734,10716,18,0
1850,Wisconsin,Lafayette,11531,11517,14,0
1850,Wisconsin,La Point,489,483,6,0
1850,Wisconsin,Manitowoc,3702,3702,0,0
1850,Wisconsin,Marathon,508,508,0,0
1850,Wisconsin,Marquette,8641,8634,7,0
1850,Wisconsin,Milwaukee,31077,30966,111,0
1850,Wisconsin,Portage,1250,1249,1,0
1850,Wisconsin,Racine,14973,14907,66,0
1850,Wisconsin,Richland,903,902,1,0
1850,Wisconsin,Rock,20750,20727,23,0
1850,Wisconsin,St Croix,624,619,5,0
1850,Wisconsin,Sauk,4371,4370,1,0
1850,Wisconsin,Sheboygan,8379,8372,7,0
1850,Wisconsin,Walworth,17862,17859,3,0
1850,Wisconsin,Washington,19485,19485,0,0
1850,Wisconsin,Waukesha,19258,19213,45,0
1850,Wisconsin,Winnebago,10167,10147,20,0
