YEAR,STATE,COUNTY,total_population
1860,Texas,Bandera,399
1860,Texas,Bastrop,7006
1860,Texas,Baylor,
1860,Texas,Bee,910
1860,Texas,Bell,4799
1860,Texas,Bexar,14454
1860,Texas,Blanco,1281
1860,Texas,Bosque,2005
1860,Texas,Bowie,5052
1860,Texas,Brazoria,6823
1860,Texas,Brazos,3096
1860,Texas,Brown,244
1860,Texas,Buchanan,230
1860,Texas,Burleson,5683
1860,Texas,Burnet,2487
1860,Texas,Caldwell,4481
1860,Texas,Calhoun,2642
1860,Texas,Callahan,
1860,Texas,Cameron,6028
1860,Texas,Cass (old),8411
1860,Texas,Chambers,1508
1860,Texas,Cherokee,12098
1860,Texas,Clay,109
1860,Texas,Coleman,
1860,Texas,Collin,9264
1860,Texas,Colorado,7885
1860,Texas,Comal,4030
1860,Texas,Comanche,709
1860,Texas,Concho,
1860,Texas,Cooke,3760
1860,Texas,Coryell,2666
1860,Texas,Dallas,8665
1860,Texas,Dawson,281
1860,Texas,Denton,5031
1860,Texas,DeWitt,5108
1860,Texas,Dimmit,
1860,Texas,Duval,
1860,Texas,Eastland,99
1860,Texas,Edwards,
1860,Texas,Ellis,5246
1860,Texas,El Paso,4051
1860,Texas,Encinal,43
1860,Texas,Erath,2425
1860,Texas,Falls,3614
1860,Texas,Fannin,9217
1860,Texas,Fayette,11604
1860,Texas,Fort Bend,6143
1860,Texas,Freestone,6881
1860,Texas,Frio,42
1860,Texas,Galveston,8229
1860,Texas,Gillespie,2736
1860,Texas,Goliad,3384
1860,Texas,Gonzales,8059
1860,Texas,Grayson,8184
1860,Texas,Grimes,10307
1860,Texas,Guadalupe,5444
1860,Texas,Hamilton,489
1860,Texas,Hardeman,
1860,Texas,Hardin,1353
1860,Texas,Harris,9070
1860,Texas,Harrison,15001
1860,Texas,Haskell,
1860,Texas,Hays,2126
1860,Texas,Henderson,4595
1860,Texas,Hidalgo,1192
1860,Texas,Hill,3653
1860,Texas,Hopkins,7745
1860,Texas,Houston,8058
1860,Texas,Hunt,6630
1860,Texas,Jack,1000
1860,Texas,Jackson,2612
1860,Texas,Jasper,4037
1860,Texas,Jefferson,1995
1860,Texas,Johnson,4305
1860,Texas,Jones,
1860,Texas,Karnes,2171
1860,Texas,Kaufman,3936
1860,Texas,Kerr,634
1860,Texas,Kimble,
1860,Texas,Kinney,61
1860,Texas,Knox,
1860,Texas,Lamar,10136
1860,Texas,Lampasas,1028
1860,Texas,La Salle,
1860,Texas,Lavaca,5945
1860,Texas,Leon,6781
1860,Texas,Liberty,3189
1860,Texas,Limestone,4537
1860,Texas,Live Oak,593
1860,Texas,Llano,1101
1860,Texas,McCulloch,
1860,Texas,McLennan,6206
1860,Texas,McMullen,
1860,Texas,Madison,2238
1860,Texas,Marion,3977
1860,Texas,Mason,630
1860,Texas,Matagorda,3454
1860,Texas,Maverick,726
1860,Texas,Medina,1838
1860,Texas,Menora,
1860,Texas,Milam,5175
1860,Texas,Montague,849
1860,Texas,Montgomery,5479
1860,Texas,Nacogdoches,8292
1860,Texas,Navarro,5996
1860,Texas,Newton,3119
1860,Texas,Nueces,2906
1860,Texas,Orange,1916
1860,Texas,Palo Pinto,1524
1860,Texas,Panola,8475
1860,Texas,Parker,4213
1860,Texas,Polk,8300
1860,Texas,Presidio,580
1860,Texas,Red River,8535
1860,Texas,Refugio,1600
1860,Texas,Robertson,4997
1860,Texas,Runnels,
1860,Texas,Rusk,15803
1860,Texas,Sabine,2750
1860,Texas,San Augustine,4094
1860,Texas,San Patricio,620
1860,Texas,San Saba,913
1860,Texas,Shackelford,44
1860,Texas,Shelby,5362
1860,Texas,Smith,13392
1860,Texas,Starr,2406
1860,Texas,Tarrant,6020
1860,Texas,Taylor,
1860,Texas,Throckmorton,124
1860,Texas,Titus,9648
1860,Texas,Travis,8080
1860,Texas,Trinity,4392
1860,Texas,Tyler,4525
1860,Texas,Upshur,10645
1860,Texas,Uvalde,506
1860,Texas,Van Zandt,3777
1860,Texas,Victoria,4171
1860,Texas,Walker,8191
1860,Texas,Washington,15215
1860,Texas,Webb,1397
1860,Texas,Wharton,3380
1860,Texas,Williamson,4529
1860,Texas,Wise,3160
1860,Texas,Wood,4968
1860,Texas,Young,592
1860,Texas,Zapata,1248
1860,Texas,Zavala,26
1860,Utah Territory,Beaver,785
1860,Utah Territory,Box Elder,1608
1860,Utah Territory,Cache,2605
1860,Utah Territory,Carson,6712
1860,Utah Territory,Cedar,741
1860,Utah Territory,Davis,2904
1860,Utah Territory,Deseret,
1860,Utah Territory,Greasewood,
1860,Utah Territory,Green River,141
1860,Utah Territory,Humboldt,40
1860,Utah Territory,Iron,1010
1860,Utah Territory,Juab,672
1860,Utah Territory,Millard,715
1860,Utah Territory,Salt Lake,11295
1860,Utah Territory,Sanpete,3815
1860,Utah Territory,Shambip,162
1860,Utah Territory,Summit,198
1860,Utah Territory,St Marys,105
1860,Utah Territory,Tooele,1008
1860,Utah Territory,Unincorporated Territory,
1860,Utah Territory,Utah,8248
1860,Utah Territory,Walade,
1860,Utah Territory,Washington,691
1860,Utah Territory,Weber,3675
1860,Vermont,Addison,24010
1860,Vermont,Bennington,19436
1860,Vermont,Caledonia,21708
1860,Vermont,Chittenden,28171
1860,Vermont,Essex,5786
1860,Vermont,Franklin,27231
1860,Vermont,Grand Isle,4276
1860,Vermont,Lamoille,12311
1860,Vermont,Orange,25455
1860,Vermont,Orleans,18981
1860,Vermont,Rutland,35946
1860,Vermont,Washington,27612
1860,Vermont,Windham,26982
1860,Vermont,Windsor,37193
1860,Virginia,Accomack,18586
1860,Virginia,Albemarle,26625
1860,Virginia,Alexandria,12652
1860,Virginia,Alleghany,6765
1860,Virginia,Amelia,10741
1860,Virginia,Amherst,13742
1860,Virginia,Appomattox,8889
1860,Virginia,Augusta,27749
1860,Virginia,Barbour,8958
1860,Virginia,Bath,3676
1860,Virginia,Bedford,25068
1860,Virginia,Berkeley,12525
1860,Virginia,Boone,4840
1860,Virginia,Botetourt,11516
1860,Virginia,Braxton,4992
1860,Virginia,Brooke,5494
1860,Virginia,Brunswick,14809
1860,Virginia,Buchanan,2793
1860,Virginia,Buckingham,15212
1860,Virginia,Cabell,8020
1860,Virginia,Calhoun,2502
1860,Virginia,Campbell,26197
1860,Virginia,Caroline,18464
1860,Virginia,Carroll,8012
1860,Virginia,Charles City,5609
1860,Virginia,Charlotte,14471
1860,Virginia,Chesterfield,19016
1860,Virginia,Clarke,7146
1860,Virginia,Clay,1787
1860,Virginia,Craig,3553
1860,Virginia,Culpeper,12063
1860,Virginia,Cumberland,9961
1860,Virginia,Dinwiddie,30198
1860,Virginia,Doddridge,5203
1860,Virginia,Elizabeth City,5798
1860,Virginia,Essex,10469
1860,Virginia,Fairfax,11834
1860,Virginia,Fauquier,21706
1860,Virginia,Fayette,5997
1860,Virginia,Floyd,8236
1860,Virginia,Fluvanna,10353
1860,Virginia,Franklin,20098
1860,Virginia,Frederick,16546
1860,Virginia,Giles,6883
1860,Virginia,Gilmer,3759
1860,Virginia,Gloucester,10956
1860,Virginia,Goochland,10656
1860,Virginia,Grayson,8252
1860,Virginia,Greenbrier,12211
1860,Virginia,Greene,5022
1860,Virginia,Greensville,6374
1860,Virginia,Halifax,26520
1860,Virginia,Hampshire,13913
1860,Virginia,Hancock,4445
1860,Virginia,Hanover,17222
1860,Virginia,Hardy,9864
1860,Virginia,Harrison,13790
1860,Virginia,Henrico,61616
1860,Virginia,Henry,12105
1860,Virginia,Highland,4319
1860,Virginia,Isle Of Wight,9977
1860,Virginia,Jackson,8306
1860,Virginia,James City,5798
1860,Virginia,Jefferson,14535
1860,Virginia,Kanawha,16150
1860,Virginia,King And Queen,10328
1860,Virginia,King George,6571
1860,Virginia,King William,8530
1860,Virginia,Lancaster,5151
1860,Virginia,Lee,11032
1860,Virginia,Lewis,7999
1860,Virginia,Logan,4938
1860,Virginia,Loudoun,21774
1860,Virginia,Louisa,16701
1860,Virginia,Lunenburg,11983
1860,Virginia,Madison,8854
1860,Virginia,Marion,12722
1860,Virginia,Marshall,12997
1860,Virginia,Mason,9173
1860,Virginia,Mathews,7091
1860,Virginia,McDowell,1535
1860,Virginia,Mecklenburg,20096
1860,Virginia,Mercer,6819
1860,Virginia,Middlesex,4364
1860,Virginia,Monongalia,13048
1860,Virginia,Monroe,10757
1860,Virginia,Montgomery,10617
1860,Virginia,Morgan,3732
1860,Virginia,Nansemond,13693
1860,Virginia,Nelson,13015
1860,Virginia,New Kent,5884
1860,Virginia,Nicholas,4627
1860,Virginia,Norfolk,36227
1860,Virginia,Northampton,7832
1860,Virginia,Northumberland,7531
1860,Virginia,Nottoway,8836
1860,Virginia,Ohio,22422
1860,Virginia,Orange,10851
1860,Virginia,Page,8109
1860,Virginia,Patrick,9359
1860,Virginia,Pendleton,6164
1860,Virginia,Pittsylvania,32104
1860,Virginia,Pleasants,2945
1860,Virginia,Pocahontas,3958
1860,Virginia,Powhatan,8392
1860,Virginia,Preston,13312
1860,Virginia,Prince Edward,11844
1860,Virginia,Prince George,8411
1860,Virginia,Princess Anne,7714
1860,Virginia,Prince William,8565
1860,Virginia,Pulaski,5416
1860,Virginia,Putnam,6301
1860,Virginia,Raleigh,3367
1860,Virginia,Randolph,4990
1860,Virginia,Rappahannock,8850
1860,Virginia,Richmond,6856
1860,Virginia,Ritchie,6847
1860,Virginia,Roane,5381
1860,Virginia,Roanoke,8048
1860,Virginia,Rockbridge,17248
1860,Virginia,Rockingham,23408
1860,Virginia,Russell,10280
1860,Virginia,Scott,12072
1860,Virginia,Shenandoah,13896
1860,Virginia,Smyth,8952
1860,Virginia,Southampton,12915
1860,Virginia,Spotsylvania,16076
1860,Virginia,Stafford,8555
1860,Virginia,Surry,6133
1860,Virginia,Sussex,10175
1860,Virginia,Taylor,7463
1860,Virginia,Tazewell,9920
1860,Virginia,Tucker,1428
1860,Virginia,Tyler,6517
1860,Virginia,Upshur,7292
1860,Virginia,Warren,6442
1860,Virginia,Warwick,1740
1860,Virginia,Washington,16892
1860,Virginia,Wayne,6747
1860,Virginia,Webster,1555
1860,Virginia,Westmoreland,8282
1860,Virginia,Wetzel,6703
1860,Virginia,Wirt,3751
1860,Virginia,Wise,4508
1860,Virginia,Wood,11046
1860,Virginia,Wyoming,2861
1860,Virginia,Wythe,12305
1860,Virginia,York,4949
1860,Washington Territory,Chihallis,285
1860,Washington Territory,Clallam,149
1860,Washington Territory,Clark,2384
1860,Washington Territory,Cowlitz,406
1860,Washington Territory,Island,294
1860,Washington Territory,Jefferson,531
1860,Washington Territory,King,302
1860,Washington Territory,Kitsap,544
1860,Washington Territory,Klikatat,230
1860,Washington Territory,Lewis,384
1860,Washington Territory,Pacific,420
1860,Washington Territory,Pierce,1115
1860,Washington Territory,Skamania,173
1860,Washington Territory,Sawamish,162
1860,Washington Territory,Spokane,996
1860,Washington Territory,Thurston,1507
1860,Washington Territory,Wahkiakum,42
1860,Washington Territory,Walla Walla,1318
1860,Washington Territory,Whatcom,352
1860,Wisconsin,Adams,6492
1860,Wisconsin,Ashland,515
1860,Wisconsin,Bad Ax,11007
1860,Wisconsin,Brown,11795
1860,Wisconsin,Buffalo,3864
1860,Wisconsin,Burnett,12
1860,Wisconsin,Calumet,7895
1860,Wisconsin,Chippewa,1895
1860,Wisconsin,Clark,789
1860,Wisconsin,Columbia,24441
1860,Wisconsin,Crawford,8068
1860,Wisconsin,Dallas,13
1860,Wisconsin,Dane,43922
1860,Wisconsin,Dodge,42818
1860,Wisconsin,Door,2948
1860,Wisconsin,Douglas,812
1860,Wisconsin,Dunn,2704
1860,Wisconsin,Eau Claire,3162
1860,Wisconsin,Fond du Lac,34154
1860,Wisconsin,Grant,31189
1860,Wisconsin,Green,19808
1860,Wisconsin,Green Lake,12663
1860,Wisconsin,Iowa,18967
1860,Wisconsin,Jackson,4170
1860,Wisconsin,Jefferson,30438
1860,Wisconsin,Juneau,8770
1860,Wisconsin,Kenosha,13900
1860,Wisconsin,Kewaunee,5530
1860,Wisconsin,La Crosse,12186
1860,Wisconsin,Lafayette,18134
1860,Wisconsin,La Point,353
1860,Wisconsin,Manitowoc,22416
1860,Wisconsin,Marathon,2892
1860,Wisconsin,Marquette,8233
1860,Wisconsin,Milwaukee,62518
1860,Wisconsin,Monroe,8410
1860,Wisconsin,Oconto,3592
1860,Wisconsin,Outagamie,9587
1860,Wisconsin,Ozaukee,15682
1860,Wisconsin,Pepin,2392
1860,Wisconsin,Pierce,4672
1860,Wisconsin,Polk,1400
1860,Wisconsin,Portage,7507
1860,Wisconsin,Racine,21360
1860,Wisconsin,Richland,9732
1860,Wisconsin,Rock,36690
1860,Wisconsin,St Croix,5392
1860,Wisconsin,Sauk,18963
1860,Wisconsin,Shawano,829
1860,Wisconsin,Sheboygan,26875
1860,Wisconsin,Trempealeau,2560
1860,Wisconsin,Walworth,26496
1860,Wisconsin,Washington,23622
1860,Wisconsin,Waukesha,26831
1860,Wisconsin,Waupaca,8851
1860,Wisconsin,Waushara,8770
1860,Wisconsin,Winnebago,23770
1860,Wisconsin,Wood,2425
